   1.9652500e+03   3.1703071e+03   6.0197466e+02   1.7765534e-04   4.0195348e+02   1.1591548e+08
   1.9655000e+03   3.1940605e+03   6.0391346e+02   1.7889253e-04   4.1514997e+02   1.1636234e+08
   1.9657500e+03   3.2274808e+03   6.1926510e+02   1.7935887e-04   4.2434311e+02   1.1682471e+08
   1.9660000e+03   3.2727959e+03   6.2394289e+02   1.7963058e-04   4.3889905e+02   1.1730259e+08
   1.9662500e+03   3.3232952e+03   6.6134029e+02   1.7945685e-04   4.3661543e+02   1.1779597e+08
   1.9665000e+03   3.3128960e+03   6.4907763e+02   1.7942848e-04   4.4617528e+02   1.1829336e+08
   1.9667500e+03   3.3184674e+03   6.4562198e+02   1.7950362e-04   4.5132383e+02   1.1879474e+08
   1.9670000e+03   3.3338204e+03   6.5467828e+02   1.7967135e-04   4.5729371e+02   1.1930012e+08
   1.9672500e+03   3.3398541e+03   6.4394434e+02   1.7807432e-04   4.7855780e+02   1.1980951e+08
   1.9675000e+03   3.3275921e+03   6.1666561e+02   1.7775625e-04   4.8132318e+02   1.2032234e+08
   1.9677500e+03   3.3357676e+03   6.2850254e+02   1.7812258e-04   4.8137317e+02   1.2083861e+08
   1.9680000e+03   3.3435665e+03   6.3529186e+02   1.7808948e-04   4.8501486e+02   1.2135834e+08
   1.9682500e+03   3.3850062e+03   6.4025928e+02   1.7677308e-04   4.9377066e+02   1.2188151e+08
   1.9685000e+03   3.4173636e+03   6.5446593e+02   1.7796551e-04   4.9684430e+02   1.2240055e+08
   1.9687500e+03   3.4253902e+03   6.3552660e+02   1.7769008e-04   5.0042322e+02   1.2291545e+08
   1.9690000e+03   3.4216195e+03   6.3812302e+02   1.7803077e-04   5.0034155e+02   1.2342622e+08
   1.9692500e+03   3.4525502e+03   6.6807380e+02   1.7909702e-04   4.9243717e+02   1.2393285e+08
   1.9695000e+03   3.4571276e+03   6.5455418e+02   1.7913716e-04   5.0198986e+02   1.2445725e+08
   1.9697500e+03   3.4619540e+03   6.5626446e+02   1.7911835e-04   5.0799584e+02   1.2499942e+08
   1.9700000e+03   3.4333756e+03   6.1988032e+02   1.7856307e-04   5.1241011e+02   1.2555935e+08
   1.9702500e+03   3.4169853e+03   6.0442795e+02   1.7713746e-04   5.1200101e+02   1.2613704e+08
   1.9705000e+03   3.4081251e+03   6.0158307e+02   1.7526573e-04   5.1074139e+02   1.2671609e+08
   1.9707500e+03   3.4174751e+03   6.0328125e+02   1.7384681e-04   5.1126145e+02   1.2729650e+08
   1.9710000e+03   3.3881195e+03   5.7907510e+02   1.7272328e-04   5.0981368e+02   1.2787827e+08
   1.9712500e+03   3.4399410e+03   6.1508878e+02   1.7195054e-04   5.1788972e+02   1.2846139e+08
   1.9715000e+03   3.4444523e+03   6.2396177e+02   1.7150237e-04   5.0616231e+02   1.2905600e+08
   1.9717500e+03   3.4617809e+03   6.2904244e+02   1.7171792e-04   5.0771939e+02   1.2966208e+08
   1.9720000e+03   3.4596297e+03   6.1035085e+02   1.7228288e-04   5.0286873e+02   1.3027965e+08
   1.9722500e+03   3.5075449e+03   6.3712387e+02   1.7339417e-04   5.1046842e+02   1.3090870e+08
   1.9725000e+03   3.5568598e+03   6.6273939e+02   1.7395743e-04   5.0971555e+02   1.3152857e+08
   1.9727500e+03   3.5812688e+03   6.6455110e+02   1.7445099e-04   5.0577723e+02   1.3213927e+08
   1.9730000e+03   3.6241628e+03   6.7575788e+02   1.7496212e-04   5.0523980e+02   1.3274079e+08
   1.9732500e+03   3.6881814e+03   7.0435307e+02   1.7626166e-04   5.0986547e+02   1.3333314e+08
   1.9735000e+03   3.7143377e+03   7.1843034e+02   1.7741082e-04   5.1585260e+02   1.3392666e+08
   1.9737500e+03   3.6942282e+03   6.9112815e+02   1.7741110e-04   5.1677636e+02   1.3452133e+08
   1.9740000e+03   3.7161283e+03   7.1184900e+02   1.7790316e-04   5.2370638e+02   1.3511717e+08
   1.9742500e+03   3.6928477e+03   6.8232147e+02   1.7705386e-04   5.2286352e+02   1.3571416e+08
   1.9745000e+03   3.6800794e+03   6.8920264e+02   1.7565428e-04   4.9961881e+02   1.3630328e+08
   1.9747500e+03   3.6396549e+03   6.5850201e+02   1.7456738e-04   4.9318748e+02   1.3688452e+08
   1.9750000e+03   3.6164943e+03   6.5851950e+02   1.7218131e-04   5.1065263e+02   1.3745789e+08
   1.9752500e+03   3.5734809e+03   5.8273153e+02   1.6853894e-04   5.4042127e+02   1.3802337e+08
   1.9755000e+03   3.5811489e+03   5.6384459e+02   1.6748664e-04   5.5226299e+02   1.3860638e+08
   1.9757500e+03   3.6061649e+03   5.9846097e+02   1.6818906e-04   5.3224204e+02   1.3920691e+08
   1.9760000e+03   3.6300173e+03   6.1181225e+02   1.6811687e-04   5.3390067e+02   1.3982495e+08
   1.9762500e+03   3.6823184e+03   6.5489869e+02   1.6978837e-04   5.1569392e+02   1.4046052e+08
   1.9765000e+03   3.6951508e+03   6.6804801e+02   1.7091591e-04   5.0601168e+02   1.4108297e+08
   1.9767500e+03   3.7042444e+03   6.6593277e+02   1.7145219e-04   4.9620088e+02   1.4169231e+08
   1.9770000e+03   3.7167798e+03   6.6424268e+02   1.7167852e-04   4.9348192e+02   1.4228854e+08
   1.9772500e+03   3.7484649e+03   6.9132573e+02   1.7265900e-04   4.7246506e+02   1.4287164e+08
   1.9775000e+03   3.7974163e+03   7.2647690e+02   1.7441654e-04   4.7440359e+02   1.4345633e+08
   1.9777500e+03   3.8470036e+03   7.5012733e+02   1.7498140e-04   4.7836822e+02   1.4404260e+08
   1.9780000e+03   3.8454940e+03   7.4326890e+02   1.7636110e-04   4.6664735e+02   1.4463044e+08
   1.9782500e+03   3.8497189e+03   7.4745204e+02   1.7699161e-04   4.5331409e+02   1.4521987e+08
   1.9785000e+03   3.9639714e+03   7.9718899e+02   1.7848460e-04   4.7746991e+02   1.4581885e+08
